text,label
"INVOICE # 47905 SuperStore Bill To : Aaron Hawkins Ship To : Kamina, Katanga, Democratic Republic of the Congo Sep 13 2012 First Class $23,581.71 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Apple Smart Phone, Full Size 6 $3,817.26 $22,903.56 Phones, Technology, TEC-PH-3148 $22,903.56 $678.15 $23,581.71 Subtotal : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : CG-2012-AH1003033-41165",invoice
"INVOICE # 4820 SuperStore Bill To : Aaron Hawkins Ship To : Saltillo, Coahuila, Mexico Dec 08 2012 First Class $2,724.57 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Ikea Library with Doors, Mobile 4 $780.61 $3,122.43 Bookcases, Furniture, FUR-BO-4861 $3,122.43 $624.49 $226.63 $2,724.57 Subtotal : Discount (20%) : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : MX-2012-AH1003082-41251",invoice
"INVOICE # 49674 SuperStore Bill To : Aaron Hawkins Ship To : Kryvyy Rih, Dnipropetrovs'k, Ukraine Feb 20 2013 First Class $8,376.32 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Hon Rocking Chair, Black 8 $1,025.52 $8,204.16 Chairs, Furniture, FUR-CH-4682 $8,204.16 $172.16 $8,376.32 Subtotal : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : UP-2013-AH10030137-41325",invoice
"INVOICE # 6817 SuperStore Bill To : Aaron Hawkins Ship To : Villa Canales, Guatemala, Guatemala Oct 23 2012 Standard Class $10,672.30 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Samsung Smart Phone, VoIP 5 $2,120.80 $10,604.00 Phones, Technology, TEC-PH-5841 $10,604.00 $68.30 $10,672.30 Subtotal : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : MX-2012-AH1003051-41205",invoice
"INVOICE # 15978 SuperStore Bill To : Aaron Smayling Ship To : Rome, Lazio, Italy Mar 31 2012 First Class $1,910.35 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Apple Signal Booster, Full Size 6 $496.58 $2,979.50 Phones, Technology, TEC-PH-3144 $2,979.50 $1,191.80 $122.65 $1,910.35 Subtotal : Discount (40%) : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : IT-2012-AS1004564-40999",invoice
"INVOICE # 35876 SuperStore Bill To : Aaron Smayling Ship To : 10035, New York City, New York, United States Jul 26 2012 Standard Class $727.94 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Xerox 1956 11 $65.78 $723.58 Paper, Office Supplies, OFF-PA-6512 $723.58 $4.36 $727.94 Subtotal : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : US-2012-AS10045140-41116",invoice
"INVOICE # 21617 SuperStore Bill To : Adam Bellavance Ship To : Denpasar, Bali, Indonesia May 31 2012 First Class $6,263.17 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Harbour Creations Swivel Stool, Black 8 $1,037.71 $8,301.68 Chairs, Furniture, FUR-CH-4562 $8,301.68 $2,241.45 $202.94 $6,263.17 Subtotal : Discount (27%) : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : IN-2012-AB1006059-41060",invoice
"INVOICE # 16384 SuperStore Bill To : Adam Hart Ship To : Nottingham, England, United Kingdom Dec 08 2012 Standard Class $6,208.84 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Bush Stackable Bookrack, Pine 7 $874.02 $6,118.14 Bookcases, Furniture, FUR-BO-3647 $6,118.14 $90.70 $6,208.84 Subtotal : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : ES-2012-AH10075139-41251",invoice
"INVOICE # 30118 SuperStore Bill To : Adam Hart Ship To : Bunbury, Western Australia, Australia Aug 22 2012 Standard Class $6,637.37 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Harbour Creations Steel Folding Chair, Set of Two 9 $811.13 $7,300.21 Chairs, Furniture, FUR-CH-4560 $7,300.21 $730.02 $67.18 $6,637.37 Subtotal : Discount (10%) : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : IN-2012-AH100757-41143",invoice
"INVOICE # 30845 SuperStore Bill To : Adam Hart Ship To : Melton, Victoria, Australia Sep 11 2012 Second Class $1,866.95 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Konica Inkjet, White 4 $745.42 $2,981.66 Machines, Technology, TEC-MA-5007 $2,981.66 $1,192.66 $77.95 $1,866.95 Subtotal : Discount (40%) : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : ID-2012-AH100757-41163",invoice
"INVOICE # 36279 SuperStore Bill To : Adam Hart Ship To : 92646, Huntington Beach, California, United States Nov 15 2012 Standard Class $11.95 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Permanent Self-Adhesive File Folder Labels for Typewriters by Universal 2 $5.22 $10.44 Labels, Office Supplies, OFF-LA-5591 $10.44 $1.51 $11.95 Subtotal : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : CA-2012-AH10075140-41228",invoice
"INVOICE # 12471 SuperStore Bill To : Adam Shillingsburg Ship To : Breda, North Brabant, Netherlands May 20 2012 Second Class $1,620.65 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Sauder 3-Shelf Cabinet, Mobile 6 $507.60 $3,045.60 Bookcases, Furniture, FUR-BO-5941 $3,045.60 $1,522.80 $97.85 $1,620.65 Subtotal : Discount (50%) : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : IT-2012-AS1009091-41049",invoice
"INVOICE # 40245 SuperStore Bill To : Adam Shillingsburg Ship To : 92037, San Diego, California, United States Dec 23 2012 First Class $16.13 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Belkin 7-Outlet SurgeMaster Home Series 1 $13.97 $13.97 Appliances, Office Supplies, OFF-AP-3367 $13.97 $2.16 $16.13 Subtotal : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : CA-2012-AS10090140-41266",invoice
"INVOICE Bill To : Jun 5, 2023 $0.00 Date : Balance Due : Item Quantity Rate Amount $0.00 Total :",invoice
"INVOICE # 40953 SuperStore Bill To : Adam Shillingsburg Ship To : 10035, New York City, New York, United States Sep 21 2012 Standard Class $4.40 Date : Ship Mode : Balance Due : Item Quantity Rate Amount Cardinal Holdit Business Card Pockets 1 $3.98 $3.98 Binders, Office Supplies, OFF-BI-3729 $3.98 $0.80 $1.22 $4.40 Subtotal : Discount (20%) : Shipping : Total : Notes : Thanks for your business! Terms : Order ID : CA-2012-AS10090140-41173",invoice
"THE CENTRE FOR HUMANITARIAN DATA    1 DECEMBER 20201     Because there are well-established and accepted standards and mechanisms for sharing financial information with donors, including a role for external       audits, requests for financial data are not included in this guidance note. This guidance note deals with sensitive personal and non-personal data. 2    Roepstorff, K., Faltas, C. and Hövelmann, S., 2020. Counterterrorism Measures and Sanction Regimes: Shrinking Space for Humanitarian Aid         Organisations.    THE CENTRE FOR HUMANITARIAN DATA GUIDANCE NOTE SERIES  DATA RESPONSIBILITY IN HUMANITARIAN ACTION RESPONSIBLE DATA SHARING WITH DONORS KEY TAKEAWAYS: • Sharing sensitive personal and non-personal data without adequate safeguards can exacerbate  risks for crisis-affected people, humanitarian organizations and donors. • Donors regularly request data from the organizations they fund in order to fulfil their obligations and objectives. Some of these requests relate to sensitive information and data which needs to be protected in order to mitigate risk. • Common objectives for data sharing with donors include: (i) situational awareness and programme design; (ii) accountability and transparency; and (iii) legal, regulatory, and policy requirements. • Common constraints related to sharing data with donors include: (i) lack of regulatory framework for responsibly managing sensitive non-personal data; (ii) capacity gaps; and (iii) purpose limitation. • Donors and humanitarian organizations can take the following steps to minimize risks while maximizing benefits when sharing sensitive data: (i) reviewing and clarifying the formal or informal frameworks that govern the collection and sharing of disaggregated data; (ii) formalizing and standardising requests for sensitive data; (iii) investing in data management capacities of staff and organisations; and (iv) adopting common principles for donor data management. INTRODUCTION Donors have an important role in the humanitarian data ecosystem, both as drivers of increased data collection and analysis, and as direct users of data. This is not a new phenomenon; the need for accountability and transparency in the use of donor funding is broadly understood and respected. However, in recent years, donors have begun requesting data that can be sensitive. This includes personal data about beneficiaries and various forms of disaggregated data, such as household-level survey results and data about the delivery of assistance disaggregated by demographic and/or group dimensions (e.g. ethnicity, protection group, etc.). 1  Concerns around requests for such data have led donors and humanitarian organizations to place more emphasis on identifying strategies for data responsibility: the safe, ethical and effective management of data. Data responsibility requires donors and humanitarian organizations to take actions that help minimize risks while maximizing benefits of data. This is particularly challenging in cases where donors request sensitive data. For example, the screening of aid recipients, which is often used to justify requests for personal data, is not only difficult to practically implement, but also highly problematic in terms of principled aid. 2 THE CENTRE FOR HUMANITARIAN DATA    2 DECEMBER 20203   Non-personal data is defined as data which was initially personal data, but later made anonymous, such as data about the people affected by the      humanitarian situation and their needs, the threats and vulnerabilities they face, and their capacities (adapted from Regulation (EU)       2018/1807 of the European Parliament and of the Council of 14 November 2018 on a framework for the free flow of non-personal data in the     European Union). 4   See the Working Draft OCHA Guidelines for Data Responsibility and the ICRC Handbook on data protection in humanitarian action. 5   Read more about the virtual dialogue in this Wilton Park Report. 6  Willits-King, B. and Spencer, A., 2020. Responsible data-sharing with donors: accountability , transparency and data protection in principled      humanitarian action. 7   At the time of writing, only USAID and GIZ had publicly available guidelines on responsible data sharing. See USAID, 2019. Considerations for using     data responsibly at USAID and GIZ, 2018. GIZ’s Responsible Data Principles. 8   Willits-King, B. and Spencer, A., 2020. Responsible data-sharing with donors: accountability , transparency and data protection in principled      humanitarian action.In addition, sharing seemingly innocuous data such as aggregated survey results can place already vulnerable people and communities at greater risk. What may be initially considered non-personal data 3  can allow for re-identification of individuals, communities and demographic groups. Re-identification occurs when data can be traced back or linked to an individual(s) or group(s) of individuals because it is not adequately anonymized. This can result in a violation of data protection, privacy and other human rights and can allow for targeting of individuals or groups with violence or other forms of harm. 4 Many donors and humanitarian actors recognize the risks and benefits associated with sharing such sensitive data, but the sector has yet to establish a common understanding of how to balance these risks and benefits effectively. Recent efforts to address this issue have led to more clarity on current practices, as well as on the objectives and constraints of data sharing. In September 2020, the Government of Switzerland, the International Committee of the Red Cross (ICRC) and the United Nations Office for Coordination of Humanitarian Affairs (UN OCHA) Centre for Humanitarian Data (the Centre) organized a virtual Wilton Park dialogue to help build common understanding on this issue. 5  This guidance note synthesizes the outcomes of this dialogue and a related desk review.6 It describes the  challenges around sharing sensitive data with donors and offers initial recommendations for how donors and humanitarian organizations can more effectively navigate this area. DONOR REQUESTS FOR DATA  Donors regularly request data from their partners in order to fulfil different obligations and objectives. These requests can be either formal or informal.  • Formal requests tend to be included in grant agreements in relation to reporting criteria, and are  typically based on legal requirements such as compliance with counter-terrorism laws. Such requests  tend to be negotiated at the outset of a partnership or grant agreement, and are usually made in  writing and scheduled in advance.   • Informal requests concern information or data that typically fall outside of the normal scope   of  reporting. These ad-hoc requests often carry implicit value, meaning that while they are not  formally required, delivering this supplementary data is deemed beneficial for an organization’s  ongoing engagement and partnership with a donor. These requests represent a greater dilemma for  humanitarian actors.  Few donors have formal data sharing policies or guidelines in place. 7 There is also a lack of shared  understanding of terminology and of the objectives and risks around data sharing. There are different  definitions and understanding of data-related risks, leading to inconsistent and sometimes contradictory practices around sharing potentially sensitive data with donors in a particular context. 8 THE CENTRE FOR HUMANITARIAN DATA    3 DECEMBER 20209   See NRC's Toolkit for Principled Humanitarian Action; Managing CT Risks. 10 In order to ensure compliance, donors might request highly disaggregated data to corroborate their due diligence processes, ensuring their partners       are not engaging with any ‘sanctioned’ person or entity’. See Walker, J., 2020. Compliance Dialogue on Syria-Related Humanitarian Payments.       ‘Sanctioned persons’ is a general term which may include individuals, terrorist groups, governments as well as companies and other entities of legal     personality . The EU, for example, has over the years considerably strengthened its legal framework for preventing money laundering and terrorism     financing in recent years and is constantly enforcing in. See: NGO V oice, 2020. The Impact of EU Sanctions and Restrictive Measures on       Humanitarian Action. 11  Inter-Agency Standing Committee (IASC) Humanitarian Financing Task Team (HFTT), 2016. Donor Conditions and their implications for      humanitarian response. 12 Publish What Y ou Fund, 2020. Data Use Capacity in Protracted Humanitarian Crises.CONSTRAINTS FOR DATA SHARING WITH DONORS Despite these objectives, data sharing with donors is not without its constraints, which include a lack of regulatory frameworks for responsibly managing sensitive non-personal data, capacity gaps and lack of purpose limitation.  Lack of regulatory frameworks for responsibly managing sensitive non-personal data The sensitivity of personal data is generally well-known and addressed by a variety of policy and regulatory frameworks, but the same cannot be said for sensitive non-personal data. Protecting groups and their  data remains challenging due to the current gaps in regulation and guidance and the overall lack of understanding regarding the sensitivity of non-personal data. These data policy gaps increase the risk of sensitive data not being stored or protected adequately or shared inadvertently by partners in order to satisfy donors’ requests. Capacity gaps Responding to ad-hoc data sharing requests from donors can be viewed as an additional burden to humanitarian responders, diverting critical time, resources and focus away from other implementing activities. 11 Insufficient funding for data-related capacity development has limited many organizations’  ability to provide their staff with the skills and resources required for managing data responsibly.12 Gaps  in capacity to fulfil donor requirements might also deter smaller and/or local NGOs from seeking funding, undermining localization efforts. 13OBJECTIVES FOR DATA SHARING WITH DONORS The most commonly identified objectives for donors requesting sensitive data from partners are situational awareness and programme design; accountability and transparency; and legal, regulatory, and policy requirements.  Situational awareness and programme design Donors seek information and data from humanitarian organizations in order to understand and react to changes in humanitarian contexts. This allows donors to improve their own programme design and evaluation, prevent duplication of assistance, identify information gaps, and ensure appropriate targeting of assistance. Accountability and transparency Donors and humanitarian organizations have an obligation to account for their activities. Data can enable donors to explain and defend funding on foreign aid to taxpayers.  Legal, regulatory, and policy requirements Donors are subject to certain national and international legal requirements, including political, legal and statutory requirements related to counter-terrorism, migration and law enforcement. In many cases, donors might want to use data to verify their compliance with these different requirements. Some donors include counterterrorism clauses in their grant agreements, which are intended to ensure that their funds are not used to benefit designated terrorist groups. 9 Similarly, donors might include clauses to cover anti- bribery, anti-fraud and anti-corruption measures.10 THE CENTRE FOR HUMANITARIAN DATA    4 DECEMBER 202014  ICRC, 2020. Handbook on data protection in humanitarian action. 15  Examples include the Good Humanitarian Donorship Initiative and the Grand Bargain.RECOMMENDATIONS In view of the objectives and constraints detailed above, the Centre, the Humanitarian Policy Group (HPG)  at ODI, the ICRC, and the Human Security Division of the Swiss Federal Department of Foreign Affairs recommend that donors and humanitarian organizations take the following steps to minimize risks while maximizing benefits when sharing sensitive data:  • Reviewing and clarifying the formal or informal frameworks that govern the collection and sharing of disaggregated data  Donors and partners should examine the official, formal requirements and ad-hoc, informal requirements of data sharing, and analyse partner and donor staff interpret whether requirements correctly and consistently. They should assess whether there are implicit conditionalities between the willingness to share disaggregated data and the ability of different organizations to access and sustain funding from donors.  • Formalizing and standardizing requests for sensitive dataWhen sensitive data is required to meet a mutually agreed objective, donors should formalize and standardize their requests for such data. Requests should be made in writing and should specify which data is requested, the format desired, and the intended use of the data. Donors should only request the information required to meet the specified purpose for which it is being requested and should indicate a timeline for destruction of the data. Humanitarian organisations should document all requests for data and ensure consistency in responding to these requests over time.  • Investing in data management capacities of staff and organizationsDonors and humanitarian organizations should identify opportunities to invest in building data management expertise especially for non-technical staff. The donor community is uniquely positioned to encourage data responsibility by  providing additional  resources for training and capacity building.  • Adopting common principles for donor data managementThe sector already has a range of principles and commitments to inform different aspects of humanitarian donorship. 15 However, these do not sufficiently address concerns related to data  responsibility. Donors and partners should engage in the development of common principles and guidelines for donor data sharing to fill this gap. The Humanitarian Data and Trust Initiative, co-led by the Government of Switzerland, the ICRC, and the Centre, offers a platform to facilitate this process as part of its ongoing work to build trust through dialogue. Organizations are encouraged to share their experience in responsible data sharing with donors with the Centre for Humanitarian Data via centrehumdata@un.org.Purpose limitationThe principle of purpose limitation requires that data is only collected for specified, explicit and legitimate purposes, and that it not be processed further in a manner that would be incompatible with those purposes. 14 Even when donors specify legitimate reasons for requesting data in-line with the original  purposes for which the data was collected (e.g. the delivery of humanitarian assistance), it can be difficult to ensure that the data will not be used for other purposes once shared. Data used out of context and for purposes that are not known at the time of sharing, or retained past the intended retention for a defined purpose represents a violation, even if unintended, of the data subjects’ rights. THE CENTRE FOR HUMANITARIAN DATA    5 DECEMBER 2020This project is co-funded  by the European Union This document covers humanitarian aid activities implemented with the financial assistance of the European Union. The views expressed herein should not be taken, in any way, to reflect the official opinion of the European Union, and the European Commission is not responsible for any use that may be made of the information it contains.COLLABORATORS: THE HUMANITARIAN POLICY GROUP AT ODI; INTERNATIONAL COMMITTEE OF THE RED CROSS; AND THE HUMAN SECURITY DIVISION, SWISS FEDERAL DEPARTMENT OF FOREIGN AFFAIRS. The Centre for Humanitarian Data ('the Center'), together with key partners, is publishing a series of eight guidance notes on Data Responsibility in Humanitarian Action over the course of 2019 and 2020. The Guidance Note series follows the publication of the OCHA Data Responsibility Guidelines in March 2019. Through the series, the Centre aims to provide additional guidance on specific issues, processes and tools for data responsibility in practice. This series is made possible with the generous support of the Directorate-General for European Civil Protection and Humanitarian Aid Operations (DG ECHO).",non-invoice
"S o m a l i a F l o o d E x p o s u r e M e t h o d o l o g y N o t e A n a l y s i s f o r 2 0 2 4 H N R P This technical note summarises the methodology used to calculate the number of people potentially exposed to ﬂooding in Somalia in the 2024 Somalia Humanitarian Needs and Response Plan ( HNRP ). The UN OCHA Centre for Humanitarian Data worked with a wide range of technical partners to develop a methodology that was then endorsed by the Somalia ICCG and HCT. Daily FloodScan (1998-2022) & WorldPop (2020 UN Adjusted) raster data was analysed to gain understanding of ﬂood conditions across Somalia for both March-April-May (MAM) and October-November-December (OND) seasons. FloodScan daily ﬂood fraction Standard Flood Exposure Depiction (SFED) was aggregated to yearly seasonal maximum fraction composites for both the MAM and OND seasons for all years of historical FloodScan data (1998-2022). The yearly seasonal SFED composites were then processed/reclassiﬁed in two distinct ways: 1. Composites reclassiﬁed to binary using a 20 percent ﬂood fraction threshold. 2. Composites masked to just remove any ﬂood fraction values < 0.05 percent and the ﬂood fraction (0-100 percent) retained. All composites in both sets of processed yearly-seasonal ﬂood fraction rasters were then multiplied by the WorldPop (2020 UN Adjusted) population estimate raster to create two sets of yearly seasonal ﬂood exposure rasters. These were then aggregated at the second administrative level via zonal statistics (sum) to obtain the estimated population exposure per district for each season across all years for each set. These estimates were converted to the percent of population exposed by dividing the estimates by the total population per district (from World Pop raster). The percent exposure ﬁgure was then applied to the updated 2024 population data set (UN OCHA, UNFPA Methodology) to obtain updated population exposure estimates. These data were further aggregated to administrative level 1. Ranges for exposure were estimated using percentiles for both the MAM and OND seasons per administrative level. As ECMWF seasonal forecast predicts an above average precipitation season for MAM 2024, the range of population exposed was based on the 50th-95th percentile levels. Since there was no available data to inform predictions for OND 2024, the 25-75th percentile values were used to bound the range. The lower and upper limits of the ranges were Page 1 of 2  calculated at the administrative level using all of the historical yearly seasonal ﬂood exposure estimates. The two sets of range estimates were combined conservatively by taking the maximum value for both the upper and lower bounds for each season. Contact the OCHA Centre for Humanitarian Data via Leonardo Milano, Team Lead for Data Science at leonardo.milano@un.org with any questions or feedback. Page 2 of 2",non-invoice
